_0.0_1290x920 (RGB)
PerspectiveCamera5
1, 0.0574542, -0.0147451, -0.12016, 0.0878691, -0.0724486, 0.154215, 0.0254191
0.0574542, 1, 0.0934855, 0.0459142, -0.00109549, 0.00263879, -0.155265, 0.825626
-0.0147451, 0.0934855, 1, 0.000454934, 0.010926, -0.0241136, 0.640843, 0.138774
-0.12016, 0.0459142, 0.000454934, 1, -0.93067, 0.866264, -0.0536477, 0.116437
0.0878691, -0.00109549, 0.010926, -0.93067, 1, -0.980741, -0.0297563, -0.0326667
-0.0724486, 0.00263879, -0.0241136, 0.866264, -0.980741, 1, 0.0339271, 0.0303727
0.154215, -0.155265, 0.640843, -0.0536477, -0.0297563, 0.0339271, 1, -0.111686
0.0254191, 0.825626, 0.138774, 0.116437, -0.0326667, 0.0303727, -0.111686, 1
_0.0_1309x673 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.20962, -0.121884, -0.0949382, 0.0668303, -0.0509648, 0.0576434, 0.187768
0.20962, 1, -0.0791116, 0.00493677, 0.0197262, -0.0129503, -0.272204, 0.842869
-0.121884, -0.0791116, 1, 0.00989691, 0.00342543, -0.022545, 0.616341, -0.0369128
-0.0949382, 0.00493677, 0.00989691, 1, -0.914811, 0.837022, -0.118741, 0.0193197
0.0668303, 0.0197262, 0.00342543, -0.914811, 1, -0.976897, 0.00545866, 0.0349577
-0.0509648, -0.0129503, -0.022545, 0.837022, -0.976897, 1, 0.00709468, -0.0255621
0.0576434, -0.272204, 0.616341, -0.118741, 0.00545866, 0.00709468, 1, -0.237969
0.187768, 0.842869, -0.0369128, 0.0193197, 0.0349577, -0.0255621, -0.237969, 1
_0.0_1253x805 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.253212, -0.331991, -0.121851, 0.123537, -0.113216, -0.118636, 0.27147
0.253212, 1, -0.285581, -0.00865693, 0.010252, 0.00917122, -0.457591, 0.839798
-0.331991, -0.285581, 1, 0.0891143, -0.0505473, 0.0248216, 0.667047, -0.286648
-0.121851, -0.00865693, 0.0891143, 1, -0.92397, 0.840813, -0.0824046, -0.0638104
0.123537, 0.010252, -0.0505473, -0.92397, 1, -0.973847, 0.0242779, 0.0149863
-0.113216, 0.00917122, 0.0248216, 0.840813, -0.973847, 1, -0.0278588, 0.0220671
-0.118636, -0.457591, 0.667047, -0.0824046, 0.0242779, -0.0278588, 1, -0.407083
0.27147, 0.839798, -0.286648, -0.0638104, 0.0149863, 0.0220671, -0.407083, 1
_0.0_1038x889 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.24307, -0.362664, -0.24144, 0.230932, -0.207274, -0.215545, 0.259541
0.24307, 1, -0.427141, -0.0853616, 0.0735753, -0.0624695, -0.51166, 0.804538
-0.362664, -0.427141, 1, 0.0684787, -0.00740787, -0.026931, 0.813422, -0.471556
-0.24144, -0.0853616, 0.0684787, 1, -0.950226, 0.878436, -0.0224612, -0.0801745
0.230932, 0.0735753, -0.00740787, -0.950226, 1, -0.977598, 0.05794, -0.0146756
-0.207274, -0.0624695, -0.026931, 0.878436, -0.977598, 1, -0.0848074, 0.0420489
-0.215545, -0.51166, 0.813422, -0.0224612, 0.05794, -0.0848074, 1, -0.522707
0.259541, 0.804538, -0.471556, -0.0801745, -0.0146756, 0.0420489, -0.522707, 1
_0.0_862x1006 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, -0.017911, -0.0527768, -0.0701922, -0.101589, 0.203174, -0.0515257, 0.313806
-0.017911, 1, -0.158822, 0.00492031, -0.108945, 0.211937, 0.0679865, 0.577607
-0.0527768, -0.158822, 1, -0.298726, 0.330058, -0.322962, 0.807708, -0.00714233
-0.0701922, 0.00492031, -0.298726, 1, -0.918968, 0.831319, -0.29312, -0.233999
-0.101589, -0.108945, 0.330058, -0.918968, 1, -0.975408, 0.248684, -0.0393175
0.203174, 0.211937, -0.322962, 0.831319, -0.975408, 1, -0.212969, 0.145801
-0.0515257, 0.0679865, 0.807708, -0.29312, 0.248684, -0.212969, 1, 0.135415
0.313806, 0.577607, -0.00714233, -0.233999, -0.0393175, 0.145801, 0.135415, 1
_0.0_886x1016 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.147975, -0.070988, -0.12078, 0.288448, -0.382187, 0.124013, -0.148173
0.147975, 1, -0.0387815, -0.0121446, 0.246183, -0.428111, 0.2652, -0.032601
-0.070988, -0.0387815, 1, 0.196406, -0.149211, 0.155265, 0.267694, -0.250808
-0.12078, -0.0121446, 0.196406, 1, -0.858976, 0.705821, 0.178332, -0.493636
0.288448, 0.246183, -0.149211, -0.858976, 1, -0.957905, -0.182086, 0.104208
-0.382187, -0.428111, 0.155265, 0.705821, -0.957905, 1, 0.116119, -0.00217947
0.124013, 0.2652, 0.267694, 0.178332, -0.182086, 0.116119, 1, 0.188036
-0.148173, -0.032601, -0.250808, -0.493636, 0.104208, -0.00217947, 0.188036, 1
_0.0_775x969 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.250922, -0.297716, -0.182834, 0.141919, -0.103869, -0.0397306, -0.124252
0.250922, 1, -0.110663, 0.0205877, -0.0627145, 0.0464729, 0.24097, 0.444566
-0.297716, -0.110663, 1, -0.12429, 0.137805, -0.188023, 0.514693, 0.174936
-0.182834, 0.0205877, -0.12429, 1, -0.960942, 0.908324, -0.133835, -0.0627994
0.141919, -0.0627145, 0.137805, -0.960942, 1, -0.983536, 0.0802856, 0.00529613
-0.103869, 0.0464729, -0.188023, 0.908324, -0.983536, 1, -0.115028, -0.0301301
-0.0397306, 0.24097, 0.514693, -0.133835, 0.0802856, -0.115028, 1, 0.522743
-0.124252, 0.444566, 0.174936, -0.0627994, 0.00529613, -0.0301301, 0.522743, 1
_0.0_1292x1033 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.519967, -0.0564709, -0.131282, 0.0840161, -0.07498, -0.0466418, 0.182913
0.519967, 1, -0.013113, 0.00114596, -0.0712821, 0.0815109, -0.0377439, 0.737254
-0.0564709, -0.013113, 1, -0.048311, 0.021666, -0.000980657, 0.895413, 0.0424953
-0.131282, 0.00114596, -0.048311, 1, -0.938925, 0.882409, 0.0256952, -0.0316652
0.0840161, -0.0712821, 0.021666, -0.938925, 1, -0.986056, -0.0228949, 0.0956976
-0.07498, 0.0815109, -0.000980657, 0.882409, -0.986056, 1, 0.0310195, -0.0864072
-0.0466418, -0.0377439, 0.895413, 0.0256952, -0.0228949, 0.0310195, 1, 0.0111206
0.182913, 0.737254, 0.0424953, -0.0316652, 0.0956976, -0.0864072, 0.0111206, 1
_0.0_1472x867 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.0909558, -0.229039, -0.16049, 0.147667, -0.133712, -0.0573188, -0.0373186
0.0909558, 1, 0.0336558, 0.122429, -0.0880491, 0.0763619, -0.144374, 0.84136
-0.229039, 0.0336558, 1, 0.00401397, 0.0249973, -0.0255419, 0.724468, 0.0790676
-0.16049, 0.122429, 0.00401397, 1, -0.938134, 0.881048, -0.0572565, 0.218134
0.147667, -0.0880491, 0.0249973, -0.938134, 1, -0.983907, 0.0238536, -0.11499
-0.133712, 0.0763619, -0.0255419, 0.881048, -0.983907, 1, -0.0174703, 0.0971208
-0.0573188, -0.144374, 0.724468, -0.0572565, 0.0238536, -0.0174703, 1, -0.115739
-0.0373186, 0.84136, 0.0790676, 0.218134, -0.11499, 0.0971208, -0.115739, 1
_0.0_653x1016 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, -0.440163, -0.0244773, -0.203547, 0.178741, -0.16744, -0.0419812, -0.252064
-0.440163, 1, 0.110966, 0.0571048, 0.00918875, -0.00200062, 0.218933, 0.808167
-0.0244773, 0.110966, 1, -0.144696, 0.0574376, -0.000639842, 0.831054, 0.154539
-0.203547, 0.0571048, -0.144696, 1, -0.929658, 0.85362, -0.0465914, 0.0871604
0.178741, 0.00918875, 0.0574376, -0.929658, 1, -0.977707, 0.116298, -0.0943861
-0.16744, -0.00200062, -0.000639842, 0.85362, -0.977707, 1, -0.0926749, 0.108162
-0.0419812, 0.218933, 0.831054, -0.0465914, 0.116298, -0.0926749, 1, 0.12562
-0.252064, 0.808167, 0.154539, 0.0871604, -0.0943861, 0.108162, 0.12562, 1
_0.0_1151x718 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, -0.37846, -0.366088, -0.380706, 0.333372, -0.302834, -0.185695, 0.0767805
-0.37846, 1, 0.228854, 0.144685, -0.103725, 0.106115, 0.223734, 0.499439
-0.366088, 0.228854, 1, 0.0615004, -0.0252711, 0.0319499, 0.88076, -0.122353
-0.380706, 0.144685, 0.0615004, 1, -0.946363, 0.8975, -0.0638675, -0.330354
0.333372, -0.103725, -0.0252711, -0.946363, 1, -0.988707, 0.0264954, 0.133806
-0.302834, 0.106115, 0.0319499, 0.8975, -0.988707, 1, -0.00351852, -0.0734367
-0.185695, 0.223734, 0.88076, -0.0638675, 0.0264954, -0.00351852, 1, 0.126797
0.0767805, 0.499439, -0.122353, -0.330354, 0.133806, -0.0734367, 0.126797, 1
_0.0_866x879 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.461385, -0.113954, -0.0383689, 0.0412905, -0.0665352, -0.0303748, 0.130831
0.461385, 1, 0.0307706, 0.00240754, 0.00981162, -0.00740025, 0.142515, 0.824379
-0.113954, 0.0307706, 1, 0.0936688, -0.0488426, 0.0676825, 0.89621, 0.0939875
-0.0383689, 0.00240754, 0.0936688, 1, -0.950291, 0.892872, -0.029294, 0.0534782
0.0412905, 0.00981162, -0.0488426, -0.950291, 1, -0.982483, 0.0539502, 0.0272394
-0.0665352, -0.00740025, 0.0676825, 0.892872, -0.982483, 1, -0.0242319, -0.0175062
-0.0303748, 0.142515, 0.89621, -0.029294, 0.0539502, -0.0242319, 1, 0.0721872
0.130831, 0.824379, 0.0939875, 0.0534782, 0.0272394, -0.0175062, 0.0721872, 1
_0.0_754x988 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.206139, -0.194264, -0.0223473, -0.0165036, 0.0628574, -0.315913, 0.106192
0.206139, 1, -0.298014, -0.162806, 0.209342, -0.186921, -0.206823, 0.373228
-0.194264, -0.298014, 1, 0.356723, -0.376327, 0.365029, 0.402778, -0.183352
-0.0223473, -0.162806, 0.356723, 1, -0.962209, 0.92566, 0.0481238, -0.169202
-0.0165036, 0.209342, -0.376327, -0.962209, 1, -0.987973, -0.138767, 0.197324
0.0628574, -0.186921, 0.365029, 0.92566, -0.987973, 1, 0.159811, -0.141634
-0.315913, -0.206823, 0.402778, 0.0481238, -0.138767, 0.159811, 1, -0.105876
0.106192, 0.373228, -0.183352, -0.169202, 0.197324, -0.141634, -0.105876, 1
_0.0_1433x921 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, 0.03097, -0.213004, -0.224968, 0.194173, -0.171432, -0.107178, -0.0492286
0.03097, 1, 0.0866859, 0.0883348, -0.0569451, 0.0546259, -0.0803709, 0.83979
-0.213004, 0.0866859, 1, 0.0484962, -0.00673972, 0.000533991, 0.673612, 0.138937
-0.224968, 0.0883348, 0.0484962, 1, -0.95261, 0.894358, 0.0347116, 0.146466
0.194173, -0.0569451, -0.00673972, -0.95261, 1, -0.983191, -0.0247945, -0.0804121
-0.171432, 0.0546259, 0.000533991, 0.894358, -0.983191, 1, 0.0186687, 0.0730153
-0.107178, -0.0803709, 0.673612, 0.0347116, -0.0247945, 0.0186687, 1, 0.0118341
-0.0492286, 0.83979, 0.138937, 0.146466, -0.0804121, 0.0730153, 0.0118341, 1
