x,y,z,sx,sy,sz
33.10,-22.41,-173.47,378466.4758,153052.3534,451804.6619
35.31,-10.98,-113.39,410787.5869,56423.6024,390299.7781
43.13,-15.76,-171.41,423460.5001,144997.9860,450664.8948
41.55,-16.91,-171.71,416794.7956,146051.0775,450862.5774
43.59,73.86,-137.51,144611.1686,226649.7230,350371.0967
45.18,76.79,-129.30,149729.4663,236468.0060,351913.3166
55.02,56.25,-136.54,324632.9274,204194.3340,369490.5098
56.65,48.34,-141.53,358666.0707,187905.5012,377125.6341
57.21,52.88,-138.72,348240.4702,204124.0198,373635.8614
51.37,63.15,-137.57,271368.3530,217421.6320,363166.9689
44.67,72.55,-136.88,166724.4349,225132.9573,352090.2467
41.88,79.42,-140.89,16660.1899,249677.0509,345458.0942
49.70,68.19,-133.41,239278.6801,225432.5594,358855.9070
55.22,54.60,-138.84,330070.9805,201809.4460,371266.8896
53.72,57.14,-141.89,308109.4237,209508.8007,370068.7717
53.46,54.17,-139.09,321006.1726,191714.4144,370266.4498
56.02,61.06,-133.98,313749.0046,225187.4947,367312.2715
43.25,79.16,-135.76,85958.2176,247853.5463,346927.5591
19.29,-15.95,-170.03,289199.6232,20092.4880,428047.4727
41.14,-13.85,-167.22,412501.5349,129774.9349,438819.5061
42.89,81.18,-135.56,35807.4986,255476.2544,345400.6186
49.65,64.32,-146.69,243952.0603,227452.5308,365069.2400
53.62,60.45,-136.60,298862.3463,215198.0268,366209.8032
58.28,48.06,-139.41,370679.3082,191433.4935,377295.9528
46.06,75.53,-132.40,164037.6014,239723.8239,352134.1120
52.13,61.14,-138.10,284890.0035,213170.8490,365019.6285
54.31,-17.54,-129.29,515019.8143,164315.3242,398755.1573
36.48,55.37,-136.16,205898.8047,44498.0195,355590.0149
46.77,74.35,-131.40,180886.4400,236221.0796,353643.9771
34.45,-10.20,-114.25,403999.9130,36532.2220,389291.6980
54.86,13.84,-141.42,446782.2472,89414.5986,393856.5332
42.57,-12.19,-170.89,414317.2382,127776.6847,446674.8738
75.56,25.27,-137.73,528317.4723,187298.4679,398062.5425
47.30,-19.73,-169.17,454286.3730,170107.4957,451503.8450
41.42,-13.11,-165.89,413661.2864,126747.6404,435838.6914
44.82,-16.88,-147.17,451933.8040,148848.9490,409457.9646
43.35,40.65,-140.07,309200.3886,42271.4157,370585.4109
41.43,-30.18,-165.01,442763.0422,206705.6483,444915.1138
46.25,74.85,-129.45,175280.4046,232904.6458,353698.5470
44.76,-9.62,-169.62,422187.2736,123985.3121,443940.1661
44.47,-10.54,-171.03,421304.0504,127226.0853,447408.7092
26.06,-16.02,-172.55,328044.1225,83996.2539,439287.9323
43.88,-18.10,-171.72,431348.1714,156842.0840,453515.1280
40.53,-24.41,-165.76,428341.0567,178408.1546,442179.7831
73.87,33.00,-152.35,487935.6609,218567.9891,409337.5638
43.53,76.00,-141.76,115203.9488,243024.9998,349463.6283
81.23,19.62,-151.55,559534.6981,206032.0836,420123.9144
39.33,-29.09,-170.07,425980.8130,198474.2413,453538.9028
24.81,-13.25,-172.09,315986.9568,39457.5859,435173.4829
34.44,-16.32,-172.36,376369.2682,122087.6573,446148.3943
38.99,-17.06,-167.30,406493.8191,139299.3502,439431.8329
50.73,-28.50,-136.44,509441.5765,209119.1570,406400.3396
58.81,49.32,-134.64,373460.2099,191628.3050,375200.8666
44.97,78.13,-132.81,128928.4786,247205.6756,349652.0772
52.02,59.12,-147.09,283895.2494,217129.5254,370814.4980
16.74,-25.47,-171.60,288037.6946,128790.5790,436246.3695
48.15,69.79,-137.19,214197.9056,230698.2672,356686.8278
53.39,-18.15,-128.63,511685.0197,165346.8878,398275.7397
45.32,71.19,-137.44,181651.9589,223021.4407,353489.9762
35.70,-24.41,-173.84,395891.1927,169298.7563,456146.0537
48.88,67.85,-137.34,230619.4027,225695.9616,358438.9672
52.57,62.23,-134.10,286961.6929,214090.7599,364182.4136
58.12,-3.92,-132.99,507443.5711,124379.1337,397397.5263
37.44,-27.49,-170.39,412948.1921,188040.8681,451770.5426
45.65,75.50,-136.32,153947.0743,243390.8128,351165.1371
30.16,-25.10,-169.26,369349.6509,162073.8631,442041.4361
49.60,67.70,-140.25,233270.2971,232835.9615,359731.4717
57.54,46.80,-114.43,390938.6023,139850.9535,381401.3210
19.54,-17.98,-170.31,294159.8236,65224.2383,430348.9920
15.29,-21.87,-171.02,273452.2125,88017.7152,431066.4449
33.45,-31.03,-174.61,393029.3829,199329.7765,460705.5352
19.09,-25.73,-171.46,303219.4181,138129.0423,438145.9091
19.21,-24.29,-171.20,301897.4772,127160.5971,436625.1384
17.70,-22.77,-171.08,290225.2382,108510.5617,433965.0159
19.91,-20.14,-170.73,299800.5332,92682.5599,433165.6595
16.75,-19.27,-170.54,278778.7393,63201.7192,429382.6199
54.78,57.06,-134.44,321970.3449,203195.4440,368500.7279
17.65,-16.85,-170.24,280446.7049,19205.0741,427712.4063
56.86,51.26,-113.52,373081.5067,153519.7512,380602.5191
15.33,-23.27,-171.26,275848.9157,103372.2288,432662.9313
20.41,-25.09,-171.35,310432.2743,137169.1465,438543.0152
43.68,75.18,-136.47,135458.9734,231913.5669,349653.4141
58.10,48.72,-114.08,388108.9584,150714.0946,381381.5794
27.04,-18.61,-115.98,375023.7194,105515.0845,388441.1722
47.20,73.94,-136.24,180703.0375,243679.4048,353413.8139
55.05,-5.25,-134.24,493313.9300,120346.7664,397210.2237
51.50,59.41,-144.98,281499.9921,212829.5202,368683.4451
52.39,-13.43,-125.86,500012.6835,141586.8927,395223.7659
46.94,72.63,-130.95,194685.3325,228231.2946,354846.3036
51.43,-11.68,-124.73,492545.9034,130746.7824,393995.8091
17.80,-26.75,-171.69,296610.1001,142297.8809,438304.6417
23.12,-29.95,-168.66,336106.5706,177566.2640,438544.9242
22.49,-25.19,-167.87,325739.7416,144476.5796,433047.6955
23.19,-23.39,-167.80,327132.7545,133331.2008,432201.7962
55.74,50.50,-114.49,368524.7970,145303.9452,379445.8430
22.99,-25.70,-167.69,329617.5525,149353.0244,433447.2458
54.76,57.48,-133.21,321359.5102,203024.3463,368168.5965
59.51,46.49,-114.35,402953.4494,149898.9423,382420.0343
50.79,65.54,-133.51,260324.4892,219005.5080,361098.6929
58.08,-3.47,-137.42,503364.2730,126647.1455,400385.0845
58.71,-2.38,-144.11,499746.1620,131221.8365,406851.5863
48.50,70.61,-133.64,216419.7664,230904.3135,356568.8022
49.12,63.86,-139.13,251047.8424,211542.5273,361302.9923
59.91,-1.87,-144.19,504821.8932,133785.9778,407410.9641
58.45,50.58,-135.71,366159.0168,196392.1989,374624.3477
36.05,-22.88,-171.67,396967.3486,162246.7044,450445.4762
35.78,-27.06,-171.65,402190.5217,183137.4916,453027.5581
47.98,67.52,-146.11,214941.4030,232563.5237,361066.7791
25.67,-25.63,-166.26,346462.2277,155716.9193,432662.1748
51.70,10.58,-139.62,439010.6314,65346.4075,392025.8590
48.27,65.46,-142.08,233498.3616,218874.1047,360607.3298
51.58,59.54,-141.61,284925.1306,208777.7269,366791.1243
47.88,70.26,-137.12,209321.4262,231399.8287,356177.6122
52.19,-18.73,-128.32,506560.6808,166026.4958,397846.6422
52.27,62.71,-132.64,284301.3892,212477.0047,363726.4380
27.17,-19.72,-114.97,378116.7168,116209.1815,389334.5354
51.24,-7.88,-128.54,482144.8202,114789.5795,393578.2016
51.05,64.37,-138.17,262830.1391,222130.4448,362352.1182
20.32,-29.22,-171.90,315724.5829,166245.6795,442679.3496
54.01,59.62,-136.74,304699.5204,213781.1729,366986.9750
44.34,80.15,-134.32,93831.6797,255978.7282,347552.3289
47.04,-23.65,-125.51,489058.6402,181800.1810,396504.8851
16.72,-19.81,-170.39,279629.4076,70789.0721,429448.0099
59.43,48.63,-116.87,393709.4218,162865.7290,379844.2828
53.52,59.94,-133.19,303684.4582,207382.0352,366034.6355
50.56,21.74,-140.72,405153.6903,56913.1643,386476.1518
35.48,-30.53,-173.30,404590.4903,199881.8613,458908.8429
48.23,64.47,-141.63,238950.4680,213514.6143,361007.9237
29.01,-13.20,-167.89,343510.1387,73587.9740,429957.9965
54.09,6.26,-140.11,460717.6001,90199.2069,395955.2919
53.22,58.30,-138.10,303953.0956,206318.7467,367453.5432
57.30,50.83,-139.40,355507.1482,197460.9271,375102.5672
19.27,-21.21,-170.71,297651.2132,100273.4962,433355.2102
47.35,68.60,-145.18,204784.1147,232961.9028,359232.7366
53.50,53.69,-142.24,320156.1560,194709.2759,372089.9491
23.18,-21.72,-167.43,324624.4727,120539.5019,430258.9651
51.33,59.51,-141.95,283068.4560,207912.4963,366754.4250
26.00,-16.80,-172.73,328941.1436,90859.5359,440198.1327
47.68,-21.21,-125.28,488708.7396,170476.1925,395863.4764
60.71,47.14,-139.77,386911.0819,199477.5157,379712.9016
27.32,-27.86,-167.46,358577.7589,172977.1532,437929.0197
57.06,52.17,-113.52,371093.2997,158727.9588,380425.9968
13.86,-20.39,-170.86,261857.2408,58315.4461,428372.3661
49.00,69.45,-130.24,230819.5892,222796.5040,358284.1298
50.15,62.11,-138.09,267644.3190,207433.5002,362908.3228
55.40,55.89,-131.42,332972.8396,196694.0912,369360.2543
52.87,5.33,-140.14,456345.1880,85329.8965,395699.8601
51.53,-30.64,-169.49,494044.9993,218302.7969,462085.2038
26.87,-29.48,-167.02,358687.9097,181886.9725,437762.4544
25.95,-24.96,-165.87,347279.5192,152025.2523,431657.5267
42.41,-27.19,-163.22,444743.4639,194242.8546,440135.1380
26.02,-18.16,-172.88,331328.0385,102536.8805,441562.9074
38.78,-30.00,-170.52,424082.5493,202068.9981,454725.9665
74.53,15.01,-153.91,535101.9858,183219.2513,421698.5585
33.88,-28.70,-174.41,392061.5625,188062.3949,458970.0323
38.77,-33.82,-171.76,428705.1362,219904.5139,460022.5893
45.77,71.18,-144.16,175977.4050,235412.8660,355567.7515
42.76,78.70,-147.89,34694.0116,260744.6352,349270.2110
22.78,-22.63,-168.10,323235.5273,126277.7944,431942.2956
34.86,-29.91,-174.54,399304.5396,195685.7133,460891.1472
25.77,-13.61,-131.43,350195.2805,35475.1280,384343.9666
71.73,21.66,-151.54,507008.8433,183661.2941,412704.2134
44.83,74.36,-145.57,139213.9812,247429.2945,353186.6875
23.63,-21.24,-167.30,326624.3165,118350.0099,430041.7358
27.86,-12.46,-152.38,346774.8716,49526.2642,402328.3590
34.29,-31.15,-168.90,402107.0159,202113.1768,448526.0520
33.71,-26.14,-173.91,387531.2266,174491.9467,455922.5679
34.64,-28.04,-170.23,398398.8551,186435.6625,449628.4897
40.96,-28.17,-163.69,438121.4465,196909.0082,440646.0852
41.37,78.93,-139.11,30092.1390,241959.0373,345167.0460
26.07,-17.26,-172.71,330175.1579,95256.0707,440566.4147
71.35,16.25,-155.37,515053.5040,177384.6317,421199.9652
26.47,-17.23,-167.15,336653.7216,96621.4833,429221.7210
46.51,70.08,-142.09,192746.2889,231006.0970,356139.2945
55.95,11.36,-140.53,458843.1837,95224.8029,394991.7351
20.02,-15.64,-169.94,293253.5646,24581.7831,428271.0802
23.66,-18.76,-172.11,319036.0605,97108.9479,438281.6650
49.80,-27.71,-133.02,505487.0214,204662.0085,402890.3532
74.55,14.05,-154.67,536810.8380,182719.0691,423443.9221
46.63,70.53,-146.83,184136.5923,240555.0962,358220.6823
40.07,-30.01,-165.47,434799.6565,204309.7620,444783.3141
23.72,-25.27,-167.55,333448.1048,148281.3544,433452.5577
40.75,-26.23,-165.85,432360.1248,187326.1628,443680.3369
36.06,-25.00,-172.51,399848.8991,173114.2343,453783.0448
56.68,9.27,-140.23,467531.9550,100154.7158,396185.2012
39.56,-28.40,-170.35,425989.7253,195510.8752,453874.6409
36.81,-25.26,-170.19,406137.3508,175941.9146,449370.3646
42.94,-28.01,-163.30,448853.6547,198697.8551,441162.6553
44.43,74.90,-146.20,128469.2244,248891.0218,352745.1789
24.43,-26.14,-167.37,339113.8194,155982.9898,434267.4070
65.47,38.45,-153.92,427544.0625,207870.6867,402067.6387
38.01,-22.90,-166.63,411521.0092,166440.5996,441131.0141
36.53,-26.04,-170.30,405736.9268,179360.2677,449915.5548
49.73,16.82,-138.84,414397.8146,31446.6171,387143.9464
73.22,15.91,-154.35,526056.5524,181287.6265,421035.4600
75.91,29.19,-154.41,506779.4301,216676.8925,415921.1964
51.28,7.34,-140.31,443511.4619,70239.6197,393902.7768
26.63,-16.25,-167.04,335934.2769,88726.6700,428462.8808
53.85,54.55,-142.62,318580.1900,200544.0346,372088.8366
27.20,-28.78,-167.36,359330.7926,178294.7511,438256.6373
42.48,-29.88,-164.51,448336.1043,206594.1949,444441.3550
40.73,-25.30,-165.79,430859.5932,182967.7540,442973.1093
34.42,-20.74,-172.31,383936.4657,147064.9530,449094.7230
85.52,13.21,-161.14,587931.6889,212918.0891,443069.7315
63.82,42.27,-153.71,407265.8273,213602.1327,398169.3254
68.39,28.23,-153.71,471523.8259,189545.3028,409895.7478
70.12,30.48,-152.51,475415.8228,199802.8236,408190.6458
21.75,-19.13,-170.57,309409.3202,91569.5780,433654.5563
77.32,25.94,-155.35,521442.1004,213552.2404,420162.8047
87.02,9.25,-158.15,606505.2160,207315.3789,440316.3268
73.55,20.11,-151.52,519999.2754,186251.7479,414734.4624
85.35,12.40,-161.66,588476.4337,211701.4718,444400.2015
35.37,-22.84,-171.71,393146.7366,160604.6606,449961.3819
73.51,19.28,-152.30,521152.0315,185457.6605,416282.6814
36.19,-22.07,-172.08,396139.4488,158396.9732,450927.8382
53.80,8.98,-140.13,453205.9048,83941.6851,394491.5982
73.73,17.04,-153.41,526736.9541,183526.7865,419308.9028
27.22,-13.89,-167.41,334864.0184,68767.0089,428002.1256
49.64,64.44,-142.18,248387.1242,221379.2106,362458.1346
51.77,8.64,-140.07,443356.1363,70429.6375,393366.2295
25.37,-22.94,-167.49,339564.7474,136607.5491,433043.0820
71.79,19.70,-152.92,511001.1972,181713.8382,415808.9910
73.88,17.68,-152.37,526767.5452,183896.5998,417473.8168
28.07,-10.15,-168.96,331535.5673,17382.9327,429147.3206
51.58,10.06,-139.66,439463.8679,65239.2929,392224.3299
89.37,4.70,-159.31,626889.4721,206919.9157,446313.4535
52.44,57.33,-143.42,297950.8280,206315.4812,369769.3430
50.80,62.16,-147.13,261970.6522,224214.2088,367820.3818
26.57,-13.89,-167.24,331207.0635,64053.7040,427130.4883
38.66,-37.44,-175.54,430481.2875,235956.0211,471268.8460
34.33,-20.72,-172.29,383424.2214,146745.6657,448960.5004
50.46,-8.40,-130.82,477542.1417,116360.8606,394338.0086
43.95,75.20,-142.27,127585.9943,242186.7657,350519.9083
43.35,77.55,-147.04,78967.4564,257114.7392,350243.9400
25.73,-17.66,-172.82,328773.9901,97020.9220,440805.3690
25.81,-11.84,-167.00,323152.5722,17035.3697,424553.0917
84.26,4.31,-157.50,604082.0624,196638.1582,439750.0283
29.06,-18.91,-166.89,354667.2137,119879.1188,431999.9568
74.05,19.05,-151.77,524870.2055,186097.1073,415985.1225
60.71,-38.05,-174.03,549661.4253,250528.3342,483724.2363
83.57,11.55,-162.81,580735.0694,207759.9177,445943.0695
49.31,24.68,-139.86,391329.2391,44470.6864,383509.1003
37.71,-26.70,-170.15,413366.3496,184624.1975,450911.8652
35.19,-24.64,-173.42,393755.6955,169534.8417,454936.1642
85.33,12.10,-162.37,588503.0237,211799.9676,445975.3456
50.99,21.52,-140.93,407860.8757,61936.6411,387029.7594
41.97,-30.05,-164.93,445566.2231,206745.9487,445056.8803
42.32,-27.93,-163.73,445043.6756,197536.1060,441533.6808
30.65,-17.89,-168.00,361118.6075,118398.8961,434809.1384
68.73,37.51,-152.14,448969.5222,214581.8524,402719.4035
50.63,62.27,-143.50,264338.7397,218689.3891,365288.8807
66.60,41.58,-153.39,424560.5406,221338.8299,400387.3957
64.68,31.19,-156.31,442158.2294,186656.6085,409220.2304
44.23,-35.62,-168.04,463764.4420,233503.2416,456738.7986
54.67,9.89,-140.20,455698.0045,88319.1914,394640.7825
84.90,12.31,-162.35,585901.8378,211254.8332,445530.9883
41.61,-33.53,-168.27,446374.1381,221883.8373,454083.7672
53.84,56.86,-144.76,307215.3096,213078.8796,372068.7610
82.78,11.29,-162.98,577262.0485,205887.0127,445886.2401
82.28,3.74,-158.88,594461.8097,193786.3557,441393.7024
82.92,7.93,-158.39,589065.2222,198148.3194,438758.4239
82.33,4.95,-159.19,591935.9113,194955.2999,441413.2333
41.20,-35.77,-169.51,446470.8837,231559.4450,457952.2101
39.46,-31.45,-170.11,430214.8072,209749.1369,455262.8993
43.84,-6.87,-186.83,397998.1206,118290.9384,483016.8986
28.29,-14.11,-113.92,375901.5916,55661.1436,388590.9520
62.47,41.41,-162.31,394954.3394,215911.3962,410706.5413
51.89,59.12,-145.01,285241.9850,213540.1306,369215.9092
60.34,43.81,-153.62,383578.4284,204738.0572,394267.1166
45.83,79.87,-146.85,87610.3023,279295.9524,350958.2103
33.30,-10.87,-113.42,399226.6268,37312.3222,389596.5737
65.00,41.28,-153.39,416984.1599,214461.8898,399288.1448
70.79,27.37,-154.37,485493.5047,196264.6198,413112.2355
40.76,-39.49,-175.13,445141.4571,247012.5487,473197.7358
69.91,22.81,-155.88,491427.7356,184888.8867,417365.9022
24.06,-13.29,-171.53,312078.0542,29409.8487,433359.3146
56.82,41.34,-149.05,376216.7597,174182.6868,387545.3158
47.34,61.56,-139.30,249867.2816,191684.5883,361242.2868
28.55,-12.69,-166.62,340901.8299,64662.4602,426692.9956
58.65,46.23,-152.77,366950.2115,204914.4258,390276.3694
34.91,-20.03,-172.58,385250.9878,144487.9511,449617.2897
65.66,30.23,-157.04,449242.3970,188670.0372,411691.9717
53.06,57.34,-148.44,296683.9215,216545.4316,373958.7837
36.19,-35.48,-175.26,414252.4622,224541.7457,467412.6698
28.62,-14.46,-153.01,354300.4578,79558.8039,404999.1939
66.69,32.34,-163.78,442967.6850,205712.4450,422795.4648
65.26,3.95,-160.99,507443.0367,156774.0133,433626.2622
54.45,7.57,-140.20,459709.3155,90094.4192,395627.3293
25.14,-28.93,-166.60,348084.1178,175524.5823,435200.4941
25.77,-15.62,-168.25,328863.3710,77968.7104,429713.5941
29.05,-13.71,-167.54,344961.6697,78652.1671,429665.9916
47.86,68.69,-145.38,207994.6099,236212.6424,359752.1340
24.60,-15.37,-172.49,318329.1158,68144.2058,437432.2851
39.53,-24.48,-166.09,422760.0472,177046.1065,442174.0459
41.78,-43.27,-176.11,455064.7730,264343.3926,478796.2537
37.20,-26.08,-170.18,409589.5216,180726.0643,450177.1729
72.86,28.13,-154.47,494021.7688,204859.9568,414374.5883
64.40,38.92,-153.97,420402.1901,205305.0006,400992.8821
68.37,37.70,-151.42,447130.7589,213046.9049,401393.5076
70.71,18.58,-153.89,507449.4714,177473.5046,417135.6471
47.21,3.78,-160.80,414577.8447,82787.6061,419836.5654
30.10,-12.65,-113.70,383922.0036,43194.4459,388890.5865
26.87,-15.78,-129.61,361485.2446,77720.6236,385464.1185
47.20,-18.49,-170.49,450624.7571,165241.4225,453560.5673
35.18,-22.32,-173.36,389983.7199,157398.0711,453175.0614
66.43,35.68,-163.24,432540.6800,213745.7059,419450.1387
44.93,-29.75,-164.54,461348.7999,208700.6618,446147.4289
54.61,57.37,-157.31,296901.0776,235594.7041,385133.2332
26.33,-12.92,-139.77,347083.4542,32450.6506,388491.3791
25.16,-13.10,-167.08,321610.8915,39009.0957,425054.9439
34.39,-21.11,-172.87,383959.7404,149022.4113,450581.5280
49.86,16.57,-138.84,415748.6504,34087.3807,387358.8006
27.82,-13.54,-167.43,337628.2489,69018.5660,428284.3006
24.55,-12.67,-172.10,313352.3949,20859.7858,434534.9727
37.74,-26.29,-170.03,412972.1931,182661.9041,450404.7247
24.45,-13.97,-171.99,315250.3253,47911.3281,435179.1702
37.67,-25.75,-169.99,411758.5903,179890.2638,449895.3074
26.41,-30.03,-167.21,356691.2535,184311.0294,438173.0426
28.48,-13.61,-113.81,376167.7633,48035.6993,388569.5937
41.36,-33.06,-168.36,444263.1202,219497.9329,453805.0966
48.23,-33.50,-168.20,481953.9908,227351.2991,458598.0074
44.42,-20.89,-164.76,444195.6178,169135.2566,440785.1815
50.05,-28.90,-169.37,483690.8129,210130.8528,459705.1916
65.01,2.60,-161.18,508910.0446,156674.4878,434582.8564
62.45,39.82,-154.02,407251.3936,200586.3731,398969.6164
69.94,24.27,-161.30,483390.0351,193883.2114,425817.4292
70.03,17.65,-156.15,504450.3504,176255.8047,420769.5793
57.13,8.26,-140.59,471858.4758,103839.9995,397245.9901
53.12,58.83,-154.86,283872.7375,231654.2214,379628.3110
43.14,-14.73,-164.69,426681.8619,138966.5507,435791.4495
47.87,-23.27,-133.76,487752.8101,182070.8105,400789.5431
54.60,-4.92,-139.07,487043.8712,121542.0820,400558.5968
71.95,31.57,-153.76,480833.7838,210135.7907,410734.3824
43.26,-32.44,-166.71,454816.4030,218731.7582,451193.7449
48.41,-24.98,-130.40,495459.3457,190402.8374,399573.8079
48.64,-24.23,-136.74,491424.2174,187815.8057,403889.8923
52.07,58.13,-147.68,287927.1043,214079.0042,371955.1189
48.48,66.43,-144.19,227258.8142,227420.8317,361150.5705
27.20,-27.53,-168.51,356661.5778,170587.8143,439780.9489
69.24,21.84,-157.25,489335.5956,182261.4077,419660.3260
68.92,27.71,-154.27,475122.0862,190748.9412,411397.4666
46.24,-22.13,-126.26,481867.0663,173217.0788,395885.5756
49.14,11.30,-139.44,423860.3801,33914.8967,389938.4945
53.28,-31.69,-170.69,503962.2235,223677.3051,466715.2028
44.48,-34.50,-167.82,463646.7938,228777.2135,455732.2254
66.20,29.13,-155.18,456577.2934,185651.9139,409899.8547
48.47,66.77,-147.28,221520.6437,233323.0149,362778.8364
31.92,-14.64,-114.17,397565.1596,83153.0548,389804.2834
28.64,-15.62,-115.00,379908.2342,79449.4034,388548.2182
57.74,49.25,-161.57,342851.1254,223237.4391,399927.1068
54.15,15.26,-141.26,439812.6541,84431.0995,392556.8374
51.00,-28.45,-139.09,509056.5761,209233.3652,409078.5675
35.25,-35.04,-175.60,408139.7507,221343.2698,467198.7166
31.69,-34.73,-173.37,389314.0064,216384.7518,458963.7157
50.35,-19.61,-130.15,497183.7435,167714.2562,398263.8534
58.61,7.87,-140.59,480324.6454,111040.1068,398315.1793
48.50,6.99,-138.91,430532.4436,41916.6624,391284.7008
32.52,-12.07,-112.93,397239.2647,52371.4140,389998.2911
27.82,-13.93,-115.89,371759.5303,50287.9889,387256.6373
54.18,-32.72,-170.76,510226.4810,228232.7824,468144.5949
52.87,-12.62,-133.21,496349.9286,142493.1943,398469.4469
52.77,-11.45,-135.97,491869.2932,138760.0747,399880.6573
40.73,-24.73,-165.81,429929.8971,180267.1573,442632.1480
49.07,-25.95,-135.64,497184.8581,196063.6073,403879.1270
35.85,-32.90,-169.69,412775.8355,212697.1414,452576.2639
27.33,-19.41,-116.31,377867.3039,114099.4578,388646.8897
68.49,30.85,-152.61,465923.7007,195297.1677,406920.1193
54.42,54.48,-148.08,317003.9475,210834.8376,376620.2250
69.39,21.32,-162.04,487475.2042,186796.7637,428512.5191
65.97,33.07,-156.28,443691.1400,196592.2937,409078.4174
67.18,41.20,-153.14,429014.7345,221890.3349,400727.0620
50.72,63.97,-154.50,243957.2236,241721.0050,373346.5696
54.49,-16.26,-131.44,512347.3399,159949.7646,399534.8172
47.48,-24.97,-123.97,494453.4347,188689.1359,396724.4231
51.53,-7.92,-127.76,484238.1054,115301.2006,393463.7971
61.26,43.48,-161.86,382104.7542,217547.8929,407493.8478
28.23,-12.95,-113.75,373613.7941,30025.5961,388328.8476
49.88,11.61,-139.39,427134.0499,43765.3998,390207.4968
29.86,-12.99,-113.70,383135.4318,47739.3760,388913.7632
31.84,-11.71,-112.84,392739.4582,39461.7762,389732.9067
41.14,-33.81,-168.26,444216.7002,222724.4202,453880.5978
44.14,-32.33,-165.86,460022.3350,219139.5227,449915.8212
41.77,-34.31,-168.37,448290.2206,225596.4059,454907.7762
28.17,-16.29,-138.83,364232.7245,91877.4726,390718.6382
51.40,7.82,-139.94,443323.5164,69204.9594,393433.0981
21.77,-19.62,-170.55,310407.7297,96496.6670,433985.1638
27.63,-28.98,-167.52,362028.8482,180218.4844,439058.6609
27.48,-17.62,-166.56,343625.6816,104233.5462,429155.1693
41.82,-31.88,-166.46,446363.7867,214802.7518,449282.9251
28.55,-15.97,-114.60,380226.7057,83068.9084,388850.9932
32.17,-12.27,-112.96,395551.8945,52957.5015,389920.1597
32.49,-11.13,-112.96,395317.8141,33310.4647,389701.2069
71.52,24.21,-156.01,496021.6799,193146.1629,417978.9773
33.03,-22.07,-173.01,377853.4758,150983.0505,450475.9034
56.72,-34.83,-174.22,524049.6032,237275.5714,479524.9298
28.61,-14.91,-149.88,357174.6921,83180.9744,401124.1008
28.34,-11.11,-168.64,335210.9783,43134.9165,429425.7841
49.56,66.40,-155.05,221833.3513,247484.8554,371094.0036
47.44,-21.37,-131.49,483782.3313,172007.3602,398380.3215
73.96,6.56,-166.17,541405.0038,183987.3133,448832.7432
20.55,-17.08,-170.26,298796.7450,60093.1886,430451.9454
50.85,63.23,-153.72,249540.1806,238114.8107,373136.6037
60.42,-1.46,-145.75,505490.4235,135761.2470,409388.8437
48.80,-26.64,-127.86,501751.6900,198456.6838,399072.0236
31.49,-15.51,-114.57,396398.5354,90708.3066,389704.9464
52.05,-28.60,-168.21,494577.3405,210929.6346,458319.5435
68.17,29.28,-162.34,460288.8528,201111.3304,423276.0102
65.29,-34.53,-173.11,568521.7852,239917.9817,482462.0980
44.00,-25.32,-164.96,449083.3906,187992.1770,443645.3383
64.95,36.93,-162.43,421780.7745,211233.6967,415956.4900
43.18,-24.76,-165.70,443229.8609,184251.5743,444224.4664
49.08,-20.19,-130.27,491338.9283,168579.9949,397993.9343
28.22,-11.14,-162.74,338973.3872,38031.5887,418058.8727
27.62,-16.00,-134.19,363447.9495,85226.3634,387519.7265
49.59,-25.65,-139.65,496845.8771,195552.6498,407724.7893
27.01,-15.11,-116.30,368841.2796,64402.9716,387145.3211
53.53,-17.84,-131.27,510178.5541,165002.6696,399607.5595
53.01,-13.64,-129.36,501398.9792,145374.1035,396818.6743
34.92,-15.46,-115.43,415227.7014,103369.3195,390398.5054
53.70,-30.77,-168.13,506657.2095,220649.0133,460602.2838
57.85,-34.82,-174.35,529818.5959,237814.9223,480627.9523
27.71,-18.69,-122.89,375181.5543,109682.9664,386699.7582
59.22,48.33,-159.28,356793.1744,223146.8229,398332.9196
54.03,-5.68,-136.38,487386.2001,120315.4049,398374.7056
51.90,62.05,-155.68,260171.7376,240576.7651,377208.8626
65.45,-36.83,-173.36,572658.7597,247536.5492,484514.8010
69.03,35.41,-155.85,453367.3764,213639.1490,409439.0219
27.02,-18.61,-115.95,374917.5255,105414.5474,388446.0450
29.73,-13.99,-167.24,349547.9179,84848.7048,429806.5915
57.16,-36.39,-174.41,528561.8906,243204.7054,481251.4064
60.18,45.64,-159.88,370843.7719,218254.6112,401894.0517
65.98,35.93,-156.41,435473.1881,205056.5865,407573.5136
50.94,-27.62,-142.99,504899.1955,205697.8613,413053.1210
33.35,-17.03,-115.65,408914.1894,111752.9936,390249.2025
61.40,-34.56,-172.64,548990.5893,238591.6691,478694.1110
32.61,-31.65,-175.00,388916.6527,201302.4167,461398.3052
53.95,-29.14,-168.37,505206.6272,214691.2991,460342.5971
31.59,-17.52,-116.01,399503.2220,110437.4395,389648.8234
73.78,26.44,-154.36,503128.1807,203431.3376,415788.5973
46.77,70.02,-145.85,190139.7769,237502.3133,358123.6176
46.24,-23.14,-169.75,453945.5728,182088.5255,454158.9333
45.20,-30.73,-165.32,463667.6966,213157.6888,448552.4092
53.69,-14.16,-132.68,503733.9252,150349.0288,399130.7725
