x,y,z,sx,sy,sz
26.71,-13.66,-166.30,332306.2247,62106.4576,425231.7440
46.68,-2.56,-164.41,422402.6263,102734.7737,430166.9403
46.44,-8.18,-169.08,428767.1489,124182.5000,443166.5638
44.88,-8.63,-169.24,421212.5372,120371.6278,442558.3511
48.52,-6.71,-165.85,439309.8783,124688.0583,437103.7388
50.95,-5.59,-165.19,450354.5586,129201.2810,436931.9246
43.58,-7.02,-169.21,411170.3416,108844.4165,440375.5651
47.95,-2.86,-163.93,430099.8663,109043.9427,430415.1816
46.54,-4.86,-166.03,425060.2669,111108.0714,434739.3439
49.79,-6.20,-165.54,445209.8641,127265.5196,437131.9287
46.25,-7.69,-168.78,427014.8595,121580.6228,442043.8664
46.17,-5.57,-166.44,424228.7592,112369.9955,435735.7452
43.46,-9.16,-169.86,414163.7538,117552.4099,443100.8647
40.94,-7.60,-169.61,397768.2263,99901.4066,439468.2626
50.17,-4.39,-164.13,444709.1696,122491.5675,433495.9766
47.45,-2.15,-162.72,426943.3973,103636.1195,427285.4806
28.93,-19.48,-167.07,354754.8441,123451.6250,432653.8146
25.40,-13.55,-166.96,323937.4923,49447.9464,425344.7724
47.10,-23.40,-169.01,459491.2041,184461.4871,453326.1078
39.86,-30.65,-166.13,434149.9197,206997.0359,446416.1017
45.35,-21.97,-169.48,447467.1058,175758.3104,452142.1005
56.66,11.43,-140.13,462671.7906,98538.9026,395060.9324
44.13,-28.70,-163.94,455842.2034,203181.4297,443713.9983
42.79,-26.92,-163.49,446171.1651,193515.5580,440779.3159
52.06,44.41,-135.37,351202.4478,136693.1451,373196.4859
49.53,14.92,-137.92,418591.7152,23468.6915,387366.2591
68.15,29.93,-152.98,466368.4631,192139.7824,407714.6669
77.31,9.67,-165.81,551543.0753,194249.1985,448735.1133
74.80,29.03,-145.52,508806.4418,203111.9461,403350.4251
75.89,28.67,-154.35,508091.9568,215194.2326,416086.1923
75.75,28.13,-152.42,510360.0300,211353.3146,413388.0773
46.50,27.35,-143.17,366071.6106,9339.1353,382420.7034
29.73,-14.01,-167.28,349541.9324,85032.0656,429907.2383
50.18,-22.00,-160.84,479395.0721,182815.1321,437772.5979
27.65,-20.01,-168.82,346988.9768,122837.8463,435539.7524
46.94,-7.95,-170.57,429752.1451,125776.8818,446622.9214
46.33,-8.90,-170.97,428063.3054,127205.0469,447648.4390
41.03,-9.51,-170.91,400969.3056,110069.2235,443644.3504
51.71,10.59,-139.63,439020.8926,65416.9842,392032.5799
66.58,-36.49,-173.26,577994.8953,246677.9338,484837.9161
27.21,-15.19,-136.00,358597.0695,74588.4834,387813.6518
56.07,-31.92,-167.00,521576.0371,226662.6947,460338.6583
51.38,-10.09,-130.01,486014.1736,126247.3979,395054.3211
27.73,-18.27,-125.04,373400.9432,106289.2064,386436.8887
55.95,-37.49,-174.66,523703.1968,246776.2719,481699.0523
78.99,11.28,-163.15,558420.9602,197768.3716,443550.8459
82.71,4.11,-158.47,596150.5103,194495.3194,440699.9652
55.22,-40.27,-175.07,523581.4113,257044.0247,483885.0832
39.19,-37.85,-175.61,433927.9877,238298.1801,472127.9998
60.45,-39.06,-174.16,549747.2878,254082.5844,484469.9027
41.00,-38.76,-175.56,445121.2391,243768.9916,473959.1756
42.88,-38.34,-170.44,458530.8377,244188.2579,462874.3971
41.25,-42.51,-176.01,451213.3209,260680.6923,477684.4722
39.01,-40.37,-175.93,436128.7467,249712.4302,474421.9900
24.44,-26.16,-167.36,339211.8993,156126.6122,434265.1971
42.16,-41.19,-172.51,457007.4409,256095.4460,468998.2272
48.10,-43.65,-175.89,489939.0184,268398.9821,483032.4767
39.88,-29.93,-165.15,433841.7700,203724.4572,443925.4795
44.05,53.64,-136.06,267297.3447,124290.3022,362554.2610
42.64,-17.92,-171.81,424343.5204,153244.1747,452621.9978
47.36,-20.70,-137.28,478540.8107,169701.8475,402185.6035
47.97,-20.76,-135.24,483196.6453,170545.2419,400870.5829
53.40,-16.04,-124.10,510968.9492,154506.4097,396054.1355
47.44,-22.57,-169.35,459652.5775,181653.2689,453815.7166
49.10,-22.83,-148.95,483494.4863,183432.2175,417540.3480
56.69,-16.25,-130.98,524124.5916,163282.8339,400221.5217
54.47,-17.73,-124.98,518970.9086,164000.4429,397211.9671
48.94,65.43,-145.24,234752.4137,226749.6523,362780.1773
45.14,73.50,-144.42,151934.0095,243344.4896,353544.0400
48.10,-21.76,-168.44,462500.8285,179437.0073,451783.6151
45.24,72.66,-142.63,162576.1223,237336.9618,353507.4109
54.30,-17.08,-127.60,515295.6233,161797.1450,397826.3404
48.47,-21.89,-147.19,479815.6730,178294.0913,414261.7552
48.70,-19.56,-136.27,484448.7145,166330.4098,401533.4649
52.55,-14.42,-123.86,503877.1083,145529.0620,395175.2449
51.77,-10.98,-122.84,494279.9062,127220.9510,393651.2228
59.75,44.67,-153.31,377806.4827,204843.5534,392847.7297
79.33,1.66,-167.34,577610.7601,193534.3649,458032.0974
62.84,40.07,-160.31,402955.3693,210618.3991,408540.7041
26.19,-22.96,-167.80,344122.7684,138993.5078,434331.5603
82.16,0.63,-166.81,594117.4628,197731.8670,459405.9051
41.79,77.96,-136.38,76230.6746,235258.0257,346294.0900
60.18,45.71,-161.07,369509.2441,219977.7037,403753.2394
81.38,3.16,-166.39,585315.3155,197388.8136,456527.3975
54.94,-5.92,-130.38,496578.4531,119403.8740,395268.0155
48.90,25.36,-139.72,387390.5859,39525.4146,382790.2594
47.38,-24.45,-124.38,492870.3682,186071.5911,396612.0138
35.65,-22.46,-171.88,393924.0981,159222.7012,450298.7652
54.80,56.63,-131.98,326011.9253,197672.5325,368581.4413
50.07,-9.23,-123.38,481785.5339,114147.7978,392467.9063
46.43,25.85,-145.26,368254.7927,15150.4985,384954.8149
51.22,-8.37,-124.31,485679.2944,114014.2658,392736.5478
55.32,-4.82,-137.84,491407.8588,122512.8530,399841.4279
26.47,-22.94,-167.65,345826.8066,139641.9630,434240.0178
45.72,70.20,-137.89,191082.6511,221116.5803,354459.5128
73.41,44.81,-152.76,451202.2778,254174.2352,403017.0989
23.69,-13.46,-172.02,309823.9450,27641.8338,434199.0837
12.96,-21.12,-170.84,257194.8690,63511.9949,428092.0076
16.54,-23.11,-170.98,283538.9524,107003.0431,433003.1113
22.01,-30.06,-171.97,327141.9094,175254.5184,444831.4938
39.89,-28.90,-170.35,428578.8104,198305.1636,454453.5634
48.03,67.14,-142.51,222019.7462,225872.9337,359517.3772
17.38,-25.88,-171.49,292790.5852,134254.9653,436882.8564
39.70,-30.46,-167.95,431633.1620,205691.9393,450054.8848
56.50,51.35,-139.31,349149.9414,195591.2505,374189.7856
67.27,30.22,-154.05,460148.7938,191026.7769,408416.5773
63.31,41.37,-153.92,407158.4193,208882.8146,398583.6180
61.71,41.53,-154.22,397765.9778,203429.5704,397579.0916
65.28,38.42,-157.02,423905.6402,210756.9878,406418.3197
76.01,27.53,-149.40,515678.2716,207337.2461,409659.8548
53.70,53.18,-139.34,326012.7039,189163.5546,371096.8173
73.48,32.49,-147.89,491033.2613,210910.3954,403495.5147
45.03,71.59,-136.95,176901.7993,222574.2686,352976.7805
67.96,31.92,-153.28,459731.2409,197100.0070,406870.1780
63.89,42.33,-153.80,407425.6489,214159.7100,398310.8405
13.08,-30.25,-125.10,301219.5243,171062.6500,384810.0199
13.77,-30.11,-128.12,303896.9103,170540.3403,385184.5097
5.68,-23.69,-146.33,227902.5216,67452.2568,386442.0331
13.62,-30.05,-124.02,305106.6137,170798.8161,385047.7889
-7.33,-36.94,-174.22,102608.9603,160910.5141,429606.0363
-3.85,-34.90,-165.06,149835.9036,156463.3101,412882.9509
12.75,-29.02,-130.06,294644.1917,159057.8862,384485.9072
-4.14,-35.04,-161.21,150344.4923,159348.7929,406113.7023
-4.52,-35.19,-161.88,146017.3445,159332.6837,407016.0420
15.70,-29.28,-141.67,307428.5779,164705.2769,392391.5015
-7.94,-37.82,-162.75,108320.3756,174949.5967,407627.2440
-3.94,-35.39,-159.25,154383.6908,164281.3557,403412.4623
-3.32,-34.43,-173.91,146480.1207,147959.5067,430529.8730
12.97,-28.86,-139.40,290481.4092,155787.4242,388732.6544
12.09,-29.28,-129.26,291075.0770,159995.5140,384128.4795
14.44,-31.68,-147.41,299060.4776,178724.7221,398639.7122
13.84,-29.67,-121.99,307097.1885,168606.6508,385296.9823
-3.89,-35.10,-162.77,151665.7418,159661.4705,408993.5900
4.76,-23.87,-148.14,220202.4142,63440.2623,387681.9938
7.95,-22.85,-142.56,245394.2038,69302.2753,384296.7798
-8.15,-37.25,-168.34,98320.4835,165539.3682,417118.7428
10.73,-27.68,-134.50,276691.9249,141135.1769,384073.7416
49.36,35.10,-163.67,341443.4296,134314.0259,405628.2367
-3.16,-35.40,-160.40,161195.3592,165676.0259,405877.6086
6.60,-22.88,-151.73,229816.0888,55366.2677,392406.1590
-7.81,-37.65,-164.50,108091.7753,172646.6013,410640.5660
-4.56,-35.18,-158.92,148038.0961,160837.3150,402240.9387
9.01,-23.35,-142.28,253797.0502,83692.7534,385108.7908
11.98,-27.93,-145.74,278680.6758,143557.1044,392925.3126
9.73,-22.26,-151.98,250819.3176,67137.7236,394678.1519
13.64,-27.96,-153.47,284684.0542,145985.5639,403346.4496
12.11,-26.06,-137.49,281874.9860,128787.6623,385460.7785
6.18,-25.87,-150.05,232510.2879,100888.6263,392116.4830
3.62,-30.24,-153.29,217503.1218,138614.1199,397143.7340
49.72,-17.20,-164.92,465776.0184,164307.0671,442696.3258
47.07,-20.18,-171.25,452257.2004,171701.3108,456275.2312
46.46,-20.24,-171.40,449028.6687,170852.3248,456184.1929
47.68,26.11,-144.76,374786.5968,44422.8292,385294.3407
47.48,25.45,-144.06,376055.3032,34454.2703,384918.5503
48.24,-18.63,-168.53,457815.5191,167513.4059,450107.1847
42.05,50.92,-164.22,236324.3880,151375.2414,387718.5614
44.08,49.82,-165.36,253596.4478,161640.9261,392518.3884
41.13,52.61,-164.33,221703.7615,153236.0959,385623.2810
45.48,32.17,-142.00,347307.7439,17605.0103,378113.2433
12.15,-32.59,-135.36,292448.6445,184880.2766,387835.5563
-6.75,-38.90,-154.01,132650.7128,192245.5048,396211.2155
3.26,-24.58,-154.44,205452.4243,61999.3099,394414.3417
49.67,26.84,-141.22,386428.8474,61713.0124,383537.0230
49.90,28.36,-146.02,379679.0729,82214.7542,386777.9898
48.33,27.13,-141.56,378028.1891,45774.6057,382674.0811
52.56,24.87,-151.18,399507.3877,104506.4933,396472.0235
51.69,23.96,-142.28,404266.9031,77342.9498,387262.8898
47.20,25.98,-141.81,374787.1595,10078.6208,382678.7120
50.66,27.48,-151.92,381528.6880,98804.2832,394324.5210
47.80,31.05,-142.10,363513.9457,58302.1201,380512.7249
52.62,25.47,-159.11,391701.8937,119555.1086,407419.7108
55.99,20.71,-165.40,416986.3261,137330.6851,424426.9477
50.40,25.36,-139.18,395979.4001,59140.8948,383471.0707
49.04,21.39,-138.02,399882.4029,12550.2600,383908.0062
51.31,24.17,-139.19,404037.4494,66032.3264,384688.5243
53.71,21.67,-147.31,417138.7420,99025.0679,394681.1606
54.73,21.42,-158.90,413873.7007,123315.6134,411399.4928
49.08,28.39,-147.52,373918.4560,78368.3965,387610.8604
57.04,18.77,-164.66,428038.0755,138333.1641,425149.7199
54.22,21.22,-149.50,419270.5843,105453.8799,397806.7228
52.02,24.90,-147.17,399731.8468,93019.5278,391467.5556
52.44,25.27,-156.82,393207.2983,114338.2607,403861.3076
52.35,22.70,-142.23,411113.0431,80331.1996,388343.1647
52.33,26.17,-152.72,393520.3536,108706.7454,397463.7551
46.79,30.74,-142.76,358286.1938,43788.8302,380412.4449
51.93,24.66,-142.47,403532.6023,81466.7208,387199.7796
56.91,17.91,-162.63,431159.4948,134077.7333,421828.6856
52.50,21.74,-139.17,416722.3722,72602.7008,386686.1455
51.94,25.52,-151.81,393911.5696,102836.5159,396386.4778
53.61,20.50,-142.32,423408.9893,86869.8495,390422.3969
51.32,23.11,-141.49,405131.7955,70086.7324,386846.8319
57.28,18.65,-165.50,428905.1699,140295.6595,427046.8587
50.41,26.79,-149.78,383840.4510,90570.6581,392002.2358
49.37,20.74,-140.28,401644.1586,35992.3086,385884.5232
53.65,21.65,-142.44,420586.5082,89160.5629,389953.1321
42.17,25.49,-177.63,317387.8090,70900.8441,433978.9222
42.31,25.04,-171.00,325702.9459,52997.9290,420176.6451
51.09,26.58,-160.64,379042.4384,115099.4871,407890.3007
43.64,24.54,-164.69,340301.5061,50294.0109,409709.8231
51.51,26.34,-144.95,394842.7208,87769.3142,388115.5684
-6.61,-37.63,-145.63,139294.4975,186009.3220,386169.3606
-7.24,-37.60,-147.77,130337.8424,183194.0545,387709.2937
40.06,-27.69,-165.45,431209.3260,193261.9109,443273.2483
27.64,-11.57,-156.22,341167.6072,33362.5813,407080.9448
56.74,50.01,-140.81,353960.6540,193673.9280,375859.2899
60.91,49.12,-143.90,377803.1833,213224.9112,381555.0172
59.69,43.45,-152.98,381753.9617,199905.2204,393129.0044
49.75,-9.33,-121.06,481743.1875,112137.7130,392345.7808
28.81,-14.28,-154.84,353802.3693,79361.5639,407650.1230
52.51,56.99,-142.20,300990.0128,203457.5136,369343.8053
44.40,-19.18,-170.94,436573.4375,162412.9618,452874.5653
84.72,13.18,-150.92,592172.7547,202025.4115,424458.2647
40.87,-7.49,-170.66,396388.6893,99665.9970,441594.7351
45.29,-15.71,-171.49,434840.4308,150275.0875,452526.2378
53.22,-3.54,-159.29,462559.4729,127661.1739,426195.4876
53.43,-2.96,-163.34,459417.9839,129796.7860,433530.0963
56.47,-6.08,-121.32,510778.2079,117321.9999,393816.9883
52.67,-8.31,-116.98,497771.8355,112644.5637,393634.6107
54.44,4.22,-155.23,455840.9135,113641.3965,415703.6735
62.55,2.67,-163.86,494199.8829,151709.5701,437956.8090
104.30,-22.48,-284.84,637770.1815,249855.7824,895544.4582
19.32,-34.84,-157.02,327865.1622,205424.9118,417269.3232
13.24,-27.81,-161.56,276302.0806,141062.6854,415567.3263
13.13,-27.48,-166.00,271929.6133,136427.0378,423350.9528
50.11,3.50,-142.92,443776.3253,77786.6914,397433.6072
72.63,-0.73,-162.42,553166.8367,176976.6760,444254.6742
53.51,-14.67,-158.81,485584.0160,161246.0273,432026.9465
54.35,8.91,-140.24,456173.0599,87611.2548,394955.1199
48.80,2.81,-142.89,438344.0154,71553.2707,396933.4057
29.48,-16.41,-116.03,385543.6201,92384.0217,388566.2688
56.39,-13.14,-109.88,530355.8639,140082.4761,398421.7405
21.48,-49.89,-178.37,343846.1276,285742.9670,473562.3286
53.15,-17.06,-137.59,502714.5366,163034.3610,403814.9455
59.95,-1.49,-146.28,502766.2747,134852.3757,409774.1105
61.35,-1.10,-144.80,510223.2999,137055.7876,408609.3700
22.26,-46.70,-174.13,348343.0741,270913.7669,461684.9237
19.91,-40.77,-170.59,329545.0631,237333.9019,447710.4786
42.16,-32.31,-166.64,448759.8391,217074.4782,450175.1189
47.90,-18.56,-149.20,469835.4176,163133.3924,414962.4826
50.26,-25.20,-133.33,503767.6800,193689.4764,402337.0222
55.28,-2.21,-161.42,468958.0105,133079.0573,430793.9639
54.71,-3.57,-152.40,475470.7951,127807.9323,415925.8263
51.02,-20.00,-121.38,506865.7266,168389.9506,396041.1486
56.79,-6.44,-115.89,516560.3533,115167.0263,394715.8393
56.71,-7.18,-158.36,488497.1659,146340.9015,429125.5576
54.30,14.92,-141.12,441527.9997,85172.3098,392708.6657
51.97,-13.79,-108.50,509061.5320,133974.3029,398373.6826
47.80,-17.85,-170.08,452974.5691,163907.8296,452704.5392
47.95,-18.73,-169.77,455518.9715,167515.6805,452686.5274
48.03,-16.81,-170.75,451822.2541,160589.1696,453683.7382
53.80,-6.25,-131.31,490684.8518,117904.5260,395308.6094
55.52,-4.57,-137.85,491950.4401,122340.0593,399844.3394
57.36,-4.23,-133.47,503797.1105,123432.6129,397447.9759
57.12,-5.01,-132.56,504678.6178,124443.1491,397086.0102
16.39,-28.48,-158.31,299856.3998,155652.0070,413012.2889
18.01,-32.42,-155.64,317411.1982,187996.9215,412595.9536
19.94,-34.89,-163.02,327632.3356,204798.6393,428284.5579
15.05,-28.86,-154.16,294689.5939,156640.9551,405934.0368
41.37,5.02,-169.47,373609.9128,38766.2637,430768.6961
41.81,-6.15,-170.30,399110.0461,97721.8571,440674.3356
41.79,-7.43,-179.69,394024.0246,108230.7514,463224.9299
54.14,-7.84,-115.47,505556.9734,113469.3389,394377.6846
54.97,-7.38,-116.65,508347.4402,114701.9405,394202.0058
11.09,-23.46,-164.05,253555.0942,88023.5882,415083.0848
50.84,-8.62,-123.33,484757.7202,113396.9303,392567.3570
52.69,-19.15,-120.92,514548.6998,166595.1657,396320.7402
60.56,-2.34,-136.41,514584.4813,130301.3751,400384.9639
43.53,3.50,-165.05,392199.6282,61782.1195,424855.7914
63.53,26.86,-164.50,440973.2390,180933.1739,425007.5483
62.74,26.97,-164.17,436860.1487,177761.1354,423649.8636
36.16,-6.32,-148.04,385000.8902,39830.0792,399058.5200
35.42,-5.87,-149.81,378804.4849,23962.1804,400426.6161
36.96,-31.35,-168.24,417721.4359,206643.2867,449223.1975
35.81,-31.22,-167.15,411949.7796,204749.0268,445973.6869
58.22,19.22,-161.43,435725.8620,140419.4749,419897.7731
33.35,-10.51,-113.33,398916.6455,29042.9214,389568.2654
34.98,-9.46,-114.00,405816.1947,24228.4566,389400.5092
26.62,-17.24,-167.48,337274.0235,97400.7979,430015.6831
26.49,-17.87,-167.96,337250.9347,102104.8495,431312.3244
28.52,-19.82,-167.26,352819.6080,124438.1685,432938.6948
44.61,37.89,-140.24,325810.1228,43217.3256,373198.7589
21.16,-18.09,-170.25,304279.7426,77290.4079,431709.3469
19.68,-19.94,-171.18,297740.0600,89405.9422,433769.9028
25.93,-18.55,-169.30,334148.5703,105318.0381,434088.0671
23.42,-19.34,-171.33,319212.8818,101246.4577,436833.5531
33.98,-12.41,-169.11,369165.3556,94795.2239,436027.9948
33.42,-14.92,-170.50,369625.6685,109463.6062,440257.4122
34.06,-14.06,-170.63,371522.0903,106547.5134,440473.5973
31.31,-15.04,-171.65,357072.7689,101590.1318,441066.4035
50.40,55.93,-160.59,273033.1001,214845.3808,386707.0583
51.00,55.54,-160.33,278815.7653,215762.0810,387182.8128
50.10,9.41,-139.90,432981.5884,53630.8227,391820.1244
51.13,16.44,-140.30,421722.3837,56545.6034,389259.0444
56.30,45.18,-162.38,348317.9835,203353.7007,402741.4292
43.43,4.56,-159.98,393289.7129,46546.6168,414944.5896
43.66,2.20,-151.60,405922.9315,45176.8459,403837.1558
50.31,14.65,-139.07,422586.4501,43361.1687,388751.5492
28.92,-14.76,-171.78,342921.4394,88108.7099,439142.0699
27.92,-14.97,-168.72,339825.5325,83971.9788,431984.3542
41.43,5.76,-165.65,375335.3367,21793.2909,422717.6854
41.76,5.85,-163.47,378641.6524,19227.8847,418873.4750
60.75,41.96,-162.27,383870.5385,210937.9114,408755.1726
47.95,9.91,-139.87,420389.7378,17293.5138,390201.5005
50.74,0.53,-163.04,438452.3024,111541.7167,428734.2805
50.43,-4.77,-152.05,455812.5495,116386.9545,413201.8947
52.52,50.64,-161.61,306984.8275,205248.0865,394115.2347
46.16,-6.33,-169.69,423150.4350,116915.3898,443019.1326
62.16,39.84,-162.39,398103.7259,209708.5226,411591.5191
43.27,4.06,-161.74,392169.7518,50917.8471,418187.5952
47.45,-9.44,-169.64,436070.2902,132192.0565,446007.6004
54.82,45.51,-161.09,339991.1058,196128.9882,399062.0426
27.65,-14.34,-167.42,338129.4231,76221.2676,428695.3596
48.06,5.37,-165.08,412247.0257,89985.6986,427386.3988
42.58,5.92,-162.91,383363.5812,34346.9535,418478.6767
50.35,21.83,-140.08,404286.2598,52360.3410,385839.7618
42.37,2.31,-168.90,385533.7992,62252.1339,432353.4045
52.63,12.96,-138.19,439460.2032,67046.8996,390405.3565
43.81,1.28,-143.38,414588.4993,34678.0261,395014.0367
54.12,-8.87,-143.57,488950.5678,136417.2113,406664.8314
55.25,-8.13,-143.98,493130.7158,137113.6499,407429.1326
53.24,-10.34,-141.89,488272.5290,138567.5926,405027.2457
55.40,13.22,-141.48,450985.5422,92914.7084,394551.8094
51.54,-9.19,-136.27,481064.7206,126473.6144,398510.0911
56.03,7.25,-140.58,468352.1885,99526.8435,397058.9326
50.55,20.40,-141.16,408210.9703,55819.8354,387493.3381
53.01,17.56,-141.49,428111.2136,77336.2505,390847.0073
35.83,-11.10,-161.64,382609.4745,92027.4486,422096.0412
36.26,-10.80,-161.82,384298.3749,92170.3947,422555.0405
37.17,-11.01,-169.24,384087.5161,100767.3198,437950.1548
30.89,-13.01,-163.54,357122.7736,81727.4457,422944.3107
32.85,-11.07,-167.08,361932.0960,77997.1879,430023.1028
31.77,-12.57,-160.76,363296.3995,81827.4880,418337.5418
55.12,57.15,-155.31,303095.9649,234376.3515,383181.6915
28.33,-11.05,-168.37,335204.5519,41790.4836,428817.4409
44.92,36.84,-140.64,330673.1818,42382.8164,374233.4915
49.14,-2.91,-161.88,438015.9477,112640.6268,427482.4249
52.24,-4.60,-162.30,457349.7784,129082.5787,431649.2045
51.33,-3.76,-164.20,449476.6067,125021.8356,434127.0173
56.15,54.60,-163.18,311456.2572,238645.0664,397270.9193
57.59,56.59,-160.59,314782.0530,249104.6767,393149.9766
54.42,48.52,-149.24,338229.1855,189068.1175,381408.6381
50.35,-9.72,-166.20,454457.1969,140226.6430,441134.7540
51.61,-8.34,-166.64,458067.7431,139823.4569,442147.2633
37.19,-9.46,-168.91,381519.5514,91396.1077,436193.4766
49.63,10.47,-141.19,427160.0484,49124.9780,392027.5445
51.71,-3.20,-159.03,454214.7009,121307.7588,424436.4476
35.34,-11.42,-159.25,382213.6836,90817.1889,417724.0990
53.13,7.76,-163.77,434600.5403,113211.5653,427390.1939
29.20,-11.39,-166.35,342380.3836,54387.5118,425795.0587
29.66,-13.57,-158.26,355002.6242,78256.7980,413150.9711
53.70,42.05,-150.29,355443.3210,162684.8158,385905.5554
56.96,9.30,-158.22,455407.4646,124019.1252,419435.7727
56.51,8.30,-155.02,457793.4000,118764.9053,414499.8356
56.52,49.43,-154.40,342185.4340,209418.2250,388435.1409
52.51,2.72,-163.66,442585.1106,115754.7195,429902.9560
58.62,52.02,-162.15,337119.8460,237777.6536,399756.1391
51.19,-5.46,-149.60,462917.7590,119709.2977,410628.3909
50.45,24.77,-141.42,396073.3531,64865.2434,385318.8600
60.60,40.24,-157.22,393128.2520,198384.4954,401702.7634
57.19,35.72,-146.17,397941.8795,153102.9545,388183.8444
59.82,40.91,-147.88,395003.6511,185007.8508,388932.0048
62.38,37.82,-148.40,417724.8835,186730.8496,393190.8090
60.06,39.23,-148.76,400736.8322,181726.5868,391009.7896
56.39,43.84,-141.29,372447.9916,169326.6635,379231.5846
56.30,49.49,-137.02,356602.5401,183792.9667,374084.9296
52.57,52.05,-138.43,324373.4227,177134.2008,370503.3018
57.36,42.62,-147.89,376089.1893,179544.4926,386024.6715
55.41,45.92,-143.82,357869.8794,175984.2502,379073.7914
57.63,43.59,-141.80,379745.1791,175389.9511,380618.4341
56.73,43.65,-147.02,370030.7227,178933.6572,384094.8315
58.60,44.58,-142.11,381643.9167,184031.3105,381007.7760
55.67,46.36,-143.64,357966.8999,178706.2098,378887.9358
54.21,56.01,-133.24,323731.4199,194096.4969,368510.5124
63.80,26.79,-152.11,452917.8831,167092.2309,405034.7959
56.28,47.07,-137.34,364520.6128,174745.2862,375434.4209
76.73,17.66,-138.10,552109.0284,176547.9977,402150.1802
78.92,21.12,-135.36,557021.5954,185617.2555,399764.8980
61.75,40.47,-154.81,400759.9983,200834.6090,399065.9630
45.79,-16.02,-157.72,448255.2705,149654.8884,425534.0709
45.77,-15.30,-153.67,449739.2332,145380.0117,418422.6739
44.85,-10.82,-156.21,434927.8529,123623.8416,419272.7131
42.09,-14.88,-139.74,438799.1470,129760.5772,398822.6344
40.25,-17.76,-166.20,415410.3527,145961.7274,438599.1799
30.78,-15.09,-169.73,355621.5000,99319.8223,436565.4596
29.53,-15.03,-170.18,348095.9370,93080.9003,436419.4313
45.15,-21.15,-162.78,449970.9517,171442.2261,437515.9400
45.99,-16.58,-159.84,448728.3602,152968.6647,429787.7168
44.08,-20.42,-159.52,445425.6441,165938.5845,430165.8782
51.36,-8.77,-155.24,466096.1549,134821.3720,421017.0207
47.13,-22.42,-162.26,463018.5124,180063.1514,438676.3450
40.58,-15.84,-166.01,413920.7600,137419.9567,437223.8628
50.20,23.52,-140.03,399099.5361,54239.6263,384829.5179
60.60,35.98,-162.64,401311.8282,191754.0828,413224.9450
46.09,-29.53,-165.09,466767.5965,208895.7778,447966.7550
44.75,36.98,-140.37,329447.6659,38511.0105,373882.2149
35.67,58.56,-132.85,185451.7707,50901.2749,353361.6415
51.76,-11.65,-126.51,493094.9610,132355.2161,394528.7970
32.78,-24.78,-173.73,380326.9793,165344.3911,453799.8362
32.69,-23.88,-173.66,378387.5468,160207.1424,452944.7316
49.78,12.35,-137.94,425952.1934,35049.6362,388788.3188
25.97,-16.21,-167.27,331824.1926,84859.1923,428334.8399
35.68,-11.28,-113.67,413231.6954,63101.9015,390334.7432
60.84,0.03,-156.01,497041.4435,142817.4182,423852.5265
69.64,25.35,-157.84,482021.4912,191639.0469,418929.3395
24.96,-14.04,-113.82,356214.0868,15261.9412,387507.1127
28.57,-15.05,-115.26,378391.7192,72087.8999,388213.2150
48.01,70.11,-155.33,186204.6955,256853.3491,367125.6659
50.73,-33.24,-169.57,493757.0321,227972.9230,463286.4293
47.04,-22.04,-122.14,488575.8126,173211.3705,395355.5703
47.47,-25.30,-121.24,496630.9880,190066.5126,396424.5783
45.98,-23.26,-117.99,487321.8539,177462.7954,395429.4877
69.84,37.80,-151.98,454048.8735,219141.5276,403195.4680
34.77,-13.78,-115.63,411422.8657,87507.9753,389761.2523
27.59,-13.60,-146.06,351509.1404,60601.7792,395252.0457
27.33,-13.24,-144.42,350441.7787,52452.0795,393216.9026
27.13,-14.35,-138.09,355358.2896,64170.9294,388590.5015
27.22,-12.53,-147.14,346711.9939,40848.7823,395532.0803
26.87,-15.40,-130.52,360322.0551,73349.4057,385509.8651
27.02,-15.11,-132.62,359429.7112,71288.9490,386112.1721
47.01,-22.41,-119.12,490809.9404,174516.3418,395406.7967
58.15,53.58,-160.91,329694.0450,240235.6942,396261.5959
52.01,-18.41,-133.20,501948.0345,165664.3002,400365.3878
51.63,-7.22,-133.24,479877.2341,116447.3001,395693.0348
52.42,-29.39,-147.74,512222.0192,214519.5212,420991.3541
52.93,-27.64,-162.02,502163.1257,208091.2899,445214.5729
29.73,-18.59,-114.18,391633.2940,113653.7691,390252.5320
31.82,-18.23,-115.72,402199.5818,117211.1704,390071.9662
40.62,70.71,-142.91,130434.5020,202919.3476,350606.7298
25.24,-13.74,-121.76,352967.0565,20759.3535,383943.6255
52.12,-11.82,-128.97,493708.3957,135272.8043,395590.7567
25.53,-13.99,-124.25,353676.1912,36109.0387,383746.0002
26.37,-17.28,-114.59,369676.5617,88553.8005,388520.1256
25.90,-16.63,-115.87,365102.2297,78960.4812,387457.0673
48.10,9.84,-139.90,421376.2216,22574.6800,390362.1697
46.33,6.73,-145.54,414809.9831,33866.8393,395891.6842
85.52,11.22,-154.04,598082.8782,203624.2018,430993.8562
85.64,12.18,-158.18,593228.4322,208933.7091,437980.8433
42.46,78.68,-143.91,48655.7629,253530.1827,347224.2880
34.75,66.07,-158.29,62689.0424,166817.5148,359629.5793
43.45,75.59,-139.87,122382.1395,237842.6664,349309.1688
75.07,22.62,-140.30,530355.4616,183194.1691,401099.9845
46.99,74.19,-133.38,181112.3934,239588.2995,353401.9473
